Date|Active Users|Favorites|Total Visits|Date Created|Last Updated|Server Size|Genre|Title|Creator|gameID|Category|URL|Description
2022-02-22 13:02:30|5159|1308942|375.7M+|11/22/2019|2/12/2022|10|Horror|BananaEats🍫By@RyCitrus|@RyCitrus|4448566543|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=4448566543&Position=19&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.315Z|Latest updates: 🎁Use code PINK for a free beacon! • New Valentines Skins and Chocolate Bar Banana! • New Beacon Pack! Read the update-log here: https://devforum.roblox.com/t/--/835540 Hide from Banana complete hidden puzzles and escape when exits open! Can you survive the killer banana? Get bonus coins every round with Premium! Follow @RyCitrus on Twitter for new codes and more! Credits: @MsDatzky - Thumbnail Art & Banana Pop Parlor  @BeetBowl - Bananas Bash Fun Center & Plantain Cabins  @Fujisockie - Banana Manor  @EZCatArt - Banana Manor Paintings  @Zamual (SoundCloud) - Round Music #2
2022-02-22 13:02:31|1814|582342|158.1M+|12/3/2018|2/3/2022|20|Fighting|⚡SuperPowerFightingSimulatorByGamesReborn|GamesReborn|2619187362|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=2619187362&Position=9&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.312Z|Use code 150KLIKES for tokens! Next code at 200K likes! 💥 Train your body fists mind and speed in this ultimate training game! Unlock new skills reach powerful ranks team up with friends venture to new islands & much more! 💥 🔥 This Game Has Free VIP Servers! 🔥 🌟 Users with Roblox Premium can open the Premium Chest at spawn! 🌟 📙 Update Log (V14) 📙 - 🎉 Added New Year/Winter Event! - ⭐ Added 4 New Transformations! - ⚔️ Added Holiday Item Chest! - ❄️ Added Limited Time NPC Quests & Skills! - ⏰ Added New Daily & Weekly Quests! - 🐉 Added Transformation & Ancient Item Shop To Spawn! - 🔧 Many Improvements & Fixes! ⚔️ Bounty Killstreaks & Reputation can not be gained or lost in VIP Servers or Space Dimension! ⚔️ [ Inspired By Super Power Training Simulator ]
2022-02-22 13:02:31|6228|408840|172.3M+|1/24/2021|2/21/2022|6|Fighting|[NEWBOSS!]🤡BuildtoSurviveSimulatorByFunJumps|Fun Jumps|6291222298|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=6291222298&Position=26&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.317Z|👍LEAVE A THUMBS UP! FREE BUILD PACK AT 100K LIKES 👍 👇 See our community outlets 👇 Join us and send your feedback! 💬 ⭐FAVORITE⭐ OUR GAME AND JOIN OUR GROUP https://www.roblox.com/groups/9273402/Fun FOR A FREE PET! Build to survive the killers and disasters! Could you build a cool enough base that protects you from both the mobs and the disasters?
2022-02-22 13:02:32|2628|98998|4.4M+|1/29/2022|2/19/2022|35|Horror|UsAreToysBy@UmmmOkayWhat|@UmmmOkayWhat|8668673762|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=8668673762&Position=30&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.317Z|Credit to The Walten Files for Billy The Rabbit (If the creator of The Walten Files wants Billy The Rabbit to be removed he will be!) RECENT UPDATE: -Made trash room easier -Fixed dying while respawning -Fixed smaller bugs Us Are Toys is a MULTIPLAYER HORROR GAME which tells a story about a field trip to a toy factory. Fun Factory has invited you to come visit and take a tour of the factory. However things start to take a very dark turn. WARNING: This game contains disturbing images sudden loud noises jumpscares play at your own risk!
2022-02-22 13:02:32|1027|99607|6.1M+|8/18/2019|2/18/2022|40|Military|[BRITAIN]ENTRENCHED[a0.51.1ALPHA]ByEdot|Edot|3678761576|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=3678761576&Position=7&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.311Z|ENTRENCHED is a game loosely based on World War I. The Entente Powers and the Central Powers face off in turn based attack and defense you must coordinate with your team in the trenches to achieve victory! 🛠️ ALPHA a0.51 📋 Changelog a0.51 - *Spotting function added to scoped rifles (Spot marker lasts 10s 5s if youre Recon)* - Renamed Sniper class to Recon - Recon WalkSpeed 9 -> 10 - Accessory count increased to 3 if you own Accessory Gamepass - Shield transparent when aiming in FP - Fixed ReducedGraphics not saving 📋 Changelog a0.5 - *Britain* - *Artillery barrages called by Officers with Binoculars.* - *Battle of the Somme 1916 (Conquest)* - *Battle of Le Cateau 1914 (Frontlines)* - Allied Aid [Gamepass] [FULL CHANGELOG IN THE SERVER] Supports PC 🖥️ Xbox 🎮 and Mobile 📱 Tags: Warfare Great War WW1
2022-02-22 13:02:32|1828|334642|61.7M+|3/17/2020|2/22/2022|40|All Genres|BOOGABOOGA-ClassicBySoybeen|Soybeen|4787629450|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=4787629450&Position=29&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.317Z|BOOGA BOOGA is a ROBLOX survival game created by Soybeen. The first version of BOOGA BOOGA was released in the Spring of 2018 developed by Soybeen during his time at the ROBLOX Spring 2018 Accelerator program later earning the 6th annual Bloxxy award for Best Incubator/Accelerator Game. BOOGA BOOGA is a direct successor to Soybeens previous survival games DUSK (2016) and DAWN (2018) which were inspired by some of the very first ROBLOX survival games such as Davidiis Survival 303 and Garnolds Survival: Apocalypse. Soybeens ROBLOX Group contains all playable versions of BOOGA BOOGA. Each has its own unique maps items resources NPCs and more. Inventories Coins Mojo and Levels are not shared between different versions of BOOGA BOOGA. JOIN THE GROUP: https://www.roblox.com/groups/2841240
2022-02-22 13:02:33|3349|31287|2.6M+|10/3/2021|2/21/2022|20|Adventure|[REBIRTHS]FirefighterSimulator🔥By42BitStudios|42 Bit Studios|7632911345|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=7632911345&Position=11&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.313Z|🔥 Welcome to Firefighter Simulator! 💰 Use codes 500likes and 5000likes for 500 cash each! 👍 Next code @25000 Likes! ==== ⭐ REBIRTHS UPDATE ⭐ ==== Climb the leaderboard and power up your gear by rebirthing! (To Rebirth visit the Jungle zone and go to the entrance at the end) • 👷 Be a Firefighter and spray out fires! • ⚒️ Upgrade your gear to take out more ferocious fires! • 🗺️ Discover new worlds & enjoy endless possibilities! 🎁 Join 42 Bit Studios for rewards! ➤ https://www.roblox.com/groups/11575139/ClickHere Please thumbs-up 👍 and favorite ⭐ if you enjoy our game. Created by Velstorm and 1CoaI
2022-02-22 13:02:33|6474|801030|49.2M+|9/27/2018|2/22/2022|8|Horror|TheRakeREMASTEREDBy@RVVZ|@RVVZ|2413927524|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=2413927524&Position=3&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.310Z|RUN HIDE SURVIVE. The Rake lurks through the forest at night searching for victims to stalk hunt and slay. Find items or upgrade your inventory with gained points at the shop. Can you survive the night? 🎮📱 Now available on Mobile & Xbox 👥 Join the group for +25 starting points https://www.roblox.com/groups/2930838/NI 🔥 PREMIUM benefits: +25 starting points and 10% extra total points per night 👍 Dont forget to leave a like for future updates! Controls: Sprint - LShift / LT Settings - Z / D-Pad Down RVVZ - Lead Dev/Scripter DeliverCreations - Building/Composing/Artwork Bxrserker - Building/Modelling/Lighting FoxOfJuly - Animating/Modelling/GFX (https://devforum.roblox.com/t/r/1664569) A remaster by Nightmare Industries.
2022-02-22 13:02:34|1648|83157|5.4M+|10/30/2020|2/17/2022|20|Fighting|[Update30-II]AllusionsBy@Klevinoroto|@Klevinoroto|5895971007|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=5895971007&Position=4&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.310Z|Its simply a randomizer game. Have fun! Almost everything here is an allusion to a show game or some sort of media. This game focuses more on the references aspect rather than the memes. If thats your cup of tea then this game is for you! Your weapon ( your first tool ) has 2 abilities press E and R to use them. For Xbox its the X and Y button to use them. Have a nice day.
2022-02-22 13:02:34|1618|1281344|226.5M+|8/10/2018|9/4/2020|30|Fighting|💥SuperPowerTrainingSimulatorByTheStateofMind|The State of Mind|2202352383|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=2202352383&Position=23&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.316Z|💥 Welcome to Superpowers Training Simulator! 💥 👊🏻 Train your Fists and punch like Superman! 💪🏻 Train your Body and become Invincible! ✨ Train your mind to achieve psychic powers! ⚡️ Train your speed to the point of teleportation! ☄️ Take the path of Superhero or Supervillain! 🏆 Compete in Global Leaderboards and much more! 📙 UPDATE LOG {V 1.7} 📙 - 🎃 Added Day & Night Cycle System! - 🔥 Added Special Halloween NPCs Quests & Skills! - ⚜️ Added Many Secret Training Areas! - 🔰 Added New Auras & Skills Tier! - ⚔️ Removed Safe Zone In City Port! - 👑 Give +5 Tokens Every Minute Outside Safe Zone! - 🔧 Fixed OP Weight Glitch & Many Minor Bugs! [ By Thai Devs Team 😊 ]
2022-02-22 13:02:35|9220|300098|108.6M+|5/8/2021|2/17/2022|7|Adventure|BuildaBoattoSurvive!ByDashingBuilders|Dashing Builders|6783611814|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=6783611814&Position=6&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.311Z|👍Please THUMBS UP👍 our game - COMMUNITY REWARD @ 330K LIKES! UPDATE!!! Can you survive HIGH SCHOOL WORLD? 🔨BUILD your boat and try to make it down the river. Can you find the secret treasure at the end?! This game is entirely based on Build A Boat For Treasure and made by BaB fans. You can play their game by searching it!
2022-02-22 13:02:35|9904|26152|2.2M+|12/19/2021|2/22/2022|12|Adventure|StoneMinerSimulatorByHotpotStudio|Hotpot Studio|8288069630|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=8288069630&Position=8&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.312Z|200 likes code:stoneminer 500 likes code:joingroup 1000 likes code:cqimfvkm 2000 likes code:wyvxufgb 4000 likes code:qkgkvzos 🌋 Welcome to Stone Miner simulator 🗻 🦽 destroy the minerals on the island and ship them back to base for sale! 🚂 Upgrade your harvesters to unlock more islands and discover rarer minerals! 🐱‍👓 Accumulate golds get pets and increase your strength! 🏭 factory harvester bridge... Theres so much joy to be found ✨【 Update 1.1.0】 : Add 1 maps and 3 pets! Excavators can be upgraded to tier 7 ！ Shop interface optimization！ Fix grammar errors！ 🎊Enter the code WelcomeHotpot for a mystery prize! When the number of likes reaches 10000 a new code will be issued! we had to fix some problems in the game with an emergency update. Thank you for your understanding. Here is the compensation code cpaofpmt for this update. Thanks for your support 😇
2022-02-22 13:02:36|2426|95363|10.7M+|1/12/2022|2/18/2022|30|All Genres|AloSanctuaryByAloYoga|Alo Yoga|8523408215|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=8523408215&Position=17&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.315Z|Welcome to the Alo Sanctuary. Explore the island experience mindfulness with free guided meditation sessions take free yoga classes collect yoga poses for your avatar and earn exclusive items in the Alo store. You can even help raise money for a good cause - for every visitor who explores the island and completes a quest Alo will make a donation to support mental health initiatives via Alo Gives. Come back to unlock exclusive items with daily meditation and take new yoga classes. EXCLUSIVE ALO ITEMS: Warrior Mat + Alo Yoga Strap Renown Crewneck Pullover Goddess Legging + Throwback Socks + Alo Tank Top District Trucker Hat G.O.A.T Jacket Personal Aura All items can be worn inside and outside the Alo Sanctuary experience.
2022-02-22 13:02:36|11459|130041|11.5M+|2/5/2022|2/22/2022|24|All Genres|PLSDONATE💸[NEW]By@haz3mn|@haz3mn|8737602449|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=8737602449&Position=10&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.313Z|💸 PLS DONATE is a game where you can claim stands and make it say anything you want! You can donate or make Robux by having clothing on sale. Your on sale clothing will automagically appear on your stand! ⚠️ Donations are done through clothing sales which can take up to a week to receive. The Robux shown in-game is the price at the time of sale. The Robux you receive may be less due to Roblox taxes. You can see your pending Robux here: https://www.roblox.com/transactions ⭐ Please consider liking and favoriting the game for more updates also join the Quataun group for future perks! 🐛 Please note the game is still in beta which means you might encounter some bugs while playing thank you for understanding! Designer & Programmer: @haz3mn @fewkz (roblox) Digital Distribution: Quataun (roblox group)
2022-02-22 13:02:37|4515|59489|8.0M+|1/20/2022|2/20/2022|8|Adventure|[🌍WORLD3]MagnetSimulator2⚡BySuperMagnetStudios|Super Magnet Studios|8592863835|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=8592863835&Position=22&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.316Z|👍 Next code at 50000 likes! Use Code big25000 in-game! ⚡ Welcome to Magnet Simulator 2! This is a sequel to the infamous Magnet Simulator. In this game you use your magnet to collect coins level up and upgrade your magnets collect pets which help you collect more coins evolve pets collect enchantments and more! 🚨 UPDATE 3 - Code omg3rdupdate 🌍 WORLD 3 IS HERE! 💎 Crystal currency! 🚧 4 new areas 🥚 4 new eggs 🐾 28 new pets 🧲 6 new magnets 💨 23 new speed upgrades 🎒 11 new storage upgrades 🏆 5 new achievements 🧙 New crystal enchantments 🔥 2nd daily & group reward in world 3 🐾 New exclusive pets with lucky boosts ✨ Auto Evolve gamepass 💎 x2 Crystals gamepass 💬 Chat stays open during egg hatching & pet evolving 🔨 Major fixes & performance changes ❓ Find a bug? Report it to serverModule through messages or a social link! Credits: serverModule(@inventionrunner) - Lead Developer EnsyDev(@EnsyDev) - Builder/Modeler
2022-02-22 13:02:37|7743|134243|33.0M+|1/8/2022|2/20/2022|22|All Genres|🕯Encanto🦋By@skygriI|@skygriI|8482542269|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=8482542269&Position=31&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.317Z|🕯**THIS IS A FAN MADE GAME** 🦋NEW🦋 -new gear -revamped morphs To fix animations sit on a custom chair :) (e.g. Isabelas swing bed) --------------------------------------------------- Thank you for all the recent support <3 Any concerns/suggestions? Message me!
2022-02-22 13:02:38|4317|43880|5.7M+|10/16/2021|2/21/2022|10|All Genres|[🎉x2Luck🎉]SwordFactoryBy@SamirDevs|@SamirDevs|7755155116|Up-And-Coming|https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=9bf2199b-b91e-4a8b-b437-b071cbbeda6d&PageType=Games&PlaceId=7755155116&Position=21&SortName=Curated_103&SortPosition=2&LocalTimestamp=2022-02-22T19:02:24.316Z|⚔️ Welcome to Sword Factory! ⚔️ 🔗 Join the roblox group SamirDevs Studios in the description below to get a +25% luck boost in both ascender and factory! 📚 This is a tycoon and simulator based game about creating swords with your factory and gaining cash from selling them or fighting mobs using your own swords! 🎮 Gameplay: - You create swords with your own factory! - Upgrade parts of your factory for better swords! - Battle noobs with your swords for EXP and Levels! - Compete in many leaderboards! 📙 Update Log [v5.85]: - x2 Weekday Event is now active! - Fixed the dataloss issue by using updateasync. - Ascender items should not be disappearing now. - Added particles to the character with rares. - Fixed a bug where your factory wont work. - Fixed most of the duping methods available. - Finally fixed the bug with the buy options. - Full update log in the community server. 🏅 Credits: SamirDevs - Developer Ozzour - Map Builder NikoSquared - Game Idea
